user_id,dbscan_cluster,spam_rate
8555,9,1.0
8570,-1,0.0
8572,-1,0.0
8573,0,0.0
8574,0,0.0
8582,62,0.0
8592,63,0.0
8613,-1,0.0
8626,8,0.0
8628,8,0.0
8638,0,0.0
8652,-1,0.0
8659,50,0.0
8668,54,0.0
8675,13,0.0
8676,11,0.0
8680,-1,0.0
8688,3,0.0
8692,9,0.0
8696,27,1.0
8712,3,0.0
8720,0,0.0
8733,-1,0.0
8735,0,0.0
8748,-1,0.0
8763,0,1.0
8767,53,0.0
8772,-1,0.0
8792,-1,1.0
8796,6,1.0
8809,10,0.0
8811,53,0.0
8819,6,0.0
8842,0,0.0
8859,15,0.0
8872,0,0.0
8883,64,0.0
8903,6,0.0
8915,8,0.0
8918,3,0.0
8919,-1,0.0
8923,0,0.0
8953,14,0.0
8964,13,1.0
8968,14,0.0
8971,3,0.0
8986,5,1.0
8991,0,1.0
8993,0,1.0
8994,0,1.0
8996,0,1.0
9000,8,0.0
9001,-1,0.2
9005,12,0.0
9024,0,0.0
9031,-1,0.0
9035,0,0.0
9041,0,0.0
9043,3,0.0
9049,13,0.0
9051,54,0.0
9053,54,0.0
9055,6,0.0
9056,25,0.0
9068,0,0.0
9069,0,0.0
9073,0,0.0
9084,0,0.0
9089,-1,0.0
9103,3,0.0
9113,0,1.0
9129,8,0.0
9136,13,1.0
9139,-1,1.0
9148,6,1.0
9172,0,1.0
9184,0,1.0
9186,40,1.0
9187,0,1.0
9190,0,1.0
9199,37,1.0
9211,6,0.0
9221,-1,0.0
9227,35,0.0
9246,0,0.0
9250,0,0.0
9256,6,0.0
9297,56,0.0
9303,8,0.0
9313,9,0.0
9317,-1,0.0333333333333333
9324,16,0.0
9328,6,0.0
9330,-1,0.0
9336,-1,0.0
9340,21,0.0
9343,44,0.0
9350,37,0.0
9357,8,0.0
9376,11,0.0
9381,3,0.0
9390,6,0.0
9396,0,0.0
9407,8,0.0
9415,-1,0.0
9424,-1,0.0
9425,3,0.0
9426,15,0.0
9427,9,0.0
9434,14,0.0
9465,54,0.0
9481,5,0.0
9484,14,0.0
9488,0,0.0
9496,54,0.0
9523,65,0.0
9528,23,0.0
9542,8,0.0
9544,3,0.0
9550,66,0.0
9561,8,0.0
9563,0,0.0
9574,9,0.0
9577,3,0.0
9578,3,0.0
9579,53,0.0
9580,8,0.0
9599,67,0.0
9600,9,0.0
9601,3,0.0
9603,8,0.0
9609,8,0.0
9610,28,0.0
9620,35,0.0
9643,3,0.0
9654,45,0.3333333333333333
9656,68,0.0
9659,44,0.0
9667,14,0.0
9678,2,0.0
9695,68,0.0
9703,8,0.0
9706,8,0.0
9710,-1,0.0
9715,0,0.0
9719,6,0.0
9725,0,0.0
9737,0,0.0
9739,-1,0.0
9751,69,0.0
9753,16,0.0
9765,50,0.0
9769,5,0.0
9770,-1,0.0
9776,8,0.0
9795,0,0.0
9802,8,0.0
9805,3,0.0
9807,16,0.0
9824,0,0.0
9827,11,0.0
9852,21,0.0
9866,11,0.0
9868,8,0.0
9878,35,0.0
9881,6,0.0
9885,3,0.0
9889,3,0.0
9898,8,0.0
9900,22,0.0
9903,9,0.0
9907,21,0.0
9924,0,0.0
9929,14,0.0
9931,-1,0.0
9932,14,0.0
9943,32,0.5
9944,0,1.0
9962,13,0.0
9966,6,0.0
9986,3,0.0
9988,0,0.0
9991,0,0.0
10002,9,0.0
10007,3,0.0
10019,5,1.0
10022,6,1.0
10030,8,0.0
10045,6,0.0
10060,14,0.0
10065,-1,0.0
10073,8,0.0
10078,3,0.0
10091,14,0.0
10103,-1,0.0
10113,6,0.0
10148,8,0.0
10158,3,0.0
10170,0,1.0
10179,3,0.0
10192,9,0.0
10195,10,0.0
10197,2,0.0
10205,0,0.0
10206,9,0.0
10258,3,0.0
10263,14,0.0
10276,3,0.0
10278,8,0.0
10280,8,0.0
10293,24,0.0
10299,-1,0.0
10303,3,0.0
10314,19,0.0
10326,-1,0.0
10333,-1,0.0
10339,-1,0.0
10359,13,1.0
10362,6,1.0
10387,0,0.0
10413,-1,0.0
10428,6,1.0
10435,0,1.0
10457,70,0.0
10465,0,1.0
10479,6,1.0
10483,6,1.0
10489,54,1.0
10498,0,1.0
10504,44,0.0
10511,36,0.0
10516,10,0.0
10522,0,0.0
10534,3,0.0
10539,35,0.0
10545,5,0.0
10563,69,0.0
10568,36,0.3333333333333333
10573,71,0.0
10575,0,0.0
10581,-1,0.0
10583,3,0.0
10610,3,0.0
10614,0,0.0
10616,14,0.0
10623,54,0.0
10628,-1,0.0
10652,0,0.0
10662,9,0.0
10669,14,0.0
10681,-1,1.0
10710,54,0.0
10711,0,0.0
10722,8,0.0
10744,11,1.0
10750,44,1.0
10753,6,1.0
10772,0,0.0
10782,2,0.0
10793,0,0.0
10806,14,0.0
10811,3,0.0
10814,-1,0.0
10817,11,0.0
10844,3,0.0
10847,30,0.0
10852,13,0.0
10853,0,0.0
10856,72,0.0
10859,-1,0.0
10870,8,0.0
10891,14,0.0
10895,-1,0.0
10907,3,0.0
10908,0,0.0
10912,-1,0.0
10915,16,0.0
10917,6,0.0
10918,8,0.0
10924,8,0.0
10932,-1,0.0
10935,-1,0.0
10938,8,0.0
10939,-1,0.0
10944,0,0.0
10949,0,1.0
10959,6,0.0
10970,14,0.0
10973,2,0.0
10977,11,0.0
10982,-1,0.0
10983,0,0.0
10990,11,1.0
10995,0,1.0
10997,0,0.0
11005,0,0.0
11008,3,0.0
11016,0,0.0
11026,13,1.0
11033,6,1.0
11044,0,0.0
11047,-1,0.0
11052,0,0.0
11082,43,0.0
11086,15,0.0
11108,-1,0.0
11125,3,0.0
11130,9,0.0
11131,3,0.0
11139,6,0.0
11141,13,0.0
11153,73,0.0
11169,14,0.0
11178,0,0.0
11193,32,0.0
11201,8,0.0
11207,6,0.0
11211,-1,0.0
11225,21,0.0
11249,6,1.0
11263,-1,0.0
11272,8,0.0
11277,14,0.0
11282,8,0.25
11284,6,0.0
11305,-1,0.0
11309,0,0.0
11310,9,0.0
11315,13,1.0
11317,44,1.0
11339,3,0.2
11351,8,0.0
11353,21,0.0
11355,19,0.0
11357,29,0.0
11362,3,0.0
11372,0,0.0
11386,11,1.0
11403,2,1.0
11405,3,1.0
11414,33,1.0
11446,34,1.0
11451,0,1.0
11457,19,1.0
11458,0,1.0
11468,5,0.0
11471,74,0.0
11473,0,0.0
11480,54,0.0
11499,0,0.0
11505,8,0.0
11518,-1,0.0
11523,0,0.0
11528,11,0.0
11537,8,0.0
11544,-1,0.0
11545,9,0.0
11552,-1,0.0
11575,22,0.0
11601,9,0.0
11607,6,0.0
11615,3,0.1764705882352941
11618,-1,0.0
11635,7,0.0
11636,8,0.0
11652,3,0.0
11671,-1,0.0
11685,66,0.0
11687,11,0.0
11694,67,0.0
11700,3,0.0
11701,3,0.0
11702,54,0.0
11706,-1,0.0
11727,-1,0.0
11736,75,0.0
11741,76,0.0
11748,-1,0.0
11758,3,0.0
11763,6,0.0
11766,0,0.0
11768,3,0.0
11770,54,0.0
11771,11,0.0
11772,6,0.0
11784,11,0.0
11805,6,0.0
11816,-1,0.0
11818,3,0.0
11844,13,0.0
11858,8,0.0
11881,16,0.0
11889,-1,0.0
11891,38,0.0
11896,1,0.0
11900,-1,0.0
11901,-1,0.0
11918,-1,0.5
11937,5,0.0
11950,6,0.0
11960,-1,0.0
11961,8,0.0
11966,62,0.0
11972,-1,0.0
11978,54,0.0
11983,-1,0.0
12011,6,0.0
12020,3,0.0
12021,-1,0.0
12026,14,0.0
12027,14,0.0
12043,8,0.0
12046,-1,0.0
12053,3,0.0
12057,14,0.0
12058,-1,0.0
12078,3,0.0
12081,116,0.0
12083,7,0.0
12085,8,0.0
12097,6,0.0
12102,-1,0.0
12114,8,0.0
12117,8,0.0
12137,14,0.0
12144,54,0.0
12156,-1,0.0
12163,0,0.0
12165,5,0.0
12173,6,0.0
12177,-1,0.0
12178,8,0.0
12191,13,1.0
12197,5,1.0
12199,-1,1.0
12231,35,1.0
12247,0,1.0
12256,-1,1.0
12257,45,0.3333333333333333
12266,0,1.0
12294,0,1.0
12311,0,1.0
12315,0,1.0
12316,0,1.0
12319,-1,0.0
12326,54,0.0
12338,100,0.0
12358,0,0.0
12394,32,0.0
12396,77,0.0
12399,37,0.0
12401,-1,0.0
12405,6,0.0
12412,53,0.0
12436,34,0.0
12440,13,0.0
12448,10,0.0
12451,6,0.0
12463,-1,0.0
12466,-1,0.0
12479,0,0.0
12482,-1,0.0
12485,78,0.0
12490,3,0.0
12523,10,0.0
12525,10,0.0
12543,38,0.0
12545,-1,0.0
12547,6,0.0
12569,-1,0.0
12576,0,0.0
12589,16,0.0
12598,-1,0.0
12625,14,0.0
12640,0,0.0
12641,9,0.0
12651,14,0.0
12652,-1,0.0
12655,16,0.0
12660,3,0.0
12667,3,0.0
12685,2,0.0
12707,3,0.0
12711,9,0.0
12716,8,0.0
12719,3,0.0
12725,3,0.0
12742,6,0.0
12751,0,0.0
12760,0,0.0
12761,20,0.0
12763,3,0.0
12766,8,0.0
12777,8,0.0
12783,3,0.0
12787,67,0.0
12789,-1,0.0
12799,21,0.0
12808,14,0.0
12818,22,0.0
12830,-1,0.0
12831,3,0.0
12839,63,0.0
12844,-1,0.0
12851,8,0.0
12856,3,0.0
12877,3,0.0
12881,5,0.0
12896,8,0.0
12898,0,0.0
12899,77,0.0
12902,-1,0.0
12905,0,0.0
12914,9,0.0
12915,-1,0.0
12921,8,0.0
12923,9,0.0
12935,55,0.0
12940,-1,0.0
12959,8,0.0
12963,79,0.0
12964,14,0.0
12967,-1,0.0
12968,3,0.0
12972,14,0.0
12977,3,0.0
12990,0,0.0
13000,22,0.5
13006,0,1.0
13013,26,0.0
13022,-1,1.0
13029,23,0.5
13048,0,0.0
13052,-1,0.0
13061,36,0.0
13070,80,1.0
13088,0,1.0
13090,0,1.0
13101,8,0.0
13120,3,0.0
13129,0,1.0
13130,0,1.0
13139,0,0.0
13142,81,0.0
13145,0,0.0
13148,0,0.0
13163,0,0.0
13164,8,0.0
13176,121,0.0
13181,0,0.0
13186,0,1.0
13191,0,0.0
13201,8,0.0
13205,13,1.0
13214,0,1.0
13218,37,1.0
13232,32,1.0
13233,0,1.0
13238,3,0.0
13242,5,0.0
13256,10,0.0
13269,8,0.0
13273,0,0.0
13281,9,0.0
13285,0,0.0
13287,6,0.0
13289,21,0.0
13312,5,0.0
13315,62,0.0
13319,-1,0.0
13328,8,0.0
13340,5,0.0
13346,8,0.0
13349,0,0.0
13351,21,0.0
13355,41,1.0
13370,0,0.0
13373,3,0.0
13376,6,0.0
13378,3,0.0
13382,5,0.0
13387,22,0.0
13389,3,0.0
13391,6,1.0
13411,3,0.0
13412,0,0.0
13433,-1,0.0
13434,0,0.0
13437,77,0.0
13443,16,0.0
13449,-1,0.0
13450,0,0.0
13453,0,0.0
13458,0,0.0
13469,0,0.0
13474,-1,0.0
13482,9,0.1428571428571428
13498,-1,0.0
13502,9,0.0
13506,0,0.0
13513,96,0.0
13514,0,0.0
13521,6,0.0
13527,6,0.0
13528,0,0.0
13546,6,1.0
13549,68,1.0
13556,0,1.0
13561,14,0.0
13577,3,0.0
13585,3,0.0
13588,-1,0.0
13592,3,0.0
13602,8,0.0
13609,22,0.0
13612,-1,0.0
13623,6,0.0
13629,116,0.0
13652,-1,0.0
13690,8,0.0
13694,6,0.0
13695,13,0.0
13697,3,0.0
13707,3,0.0
13723,8,0.0
13734,3,0.0
13740,8,0.0
13777,11,0.0
13785,3,0.0
13800,22,0.0
13801,14,0.0
13806,22,0.0
13815,21,0.0
13818,-1,0.0
13822,16,0.0
13824,14,0.0
13832,-1,0.0
13840,13,0.0
13844,-1,0.0
13849,91,0.0
13852,8,0.0
13860,8,0.0
13867,6,0.0
13868,8,0.0
13871,-1,0.0
13897,21,0.0
13902,21,0.0
13920,10,0.0
13921,14,0.0
13932,-1,0.0
13943,3,0.0
13947,8,0.0
13969,38,1.0
13977,0,1.0
13983,-1,0.0
13985,-1,0.0
14002,13,0.0
14007,8,0.0
14025,8,0.0
14026,13,0.0
14031,24,0.0
14036,11,0.0
14045,-1,0.0
14057,13,0.0
14058,82,0.0
14074,6,0.0
14104,6,1.0
14107,0,1.0
14110,0,1.0
14131,0,0.0
14135,0,0.0
14143,61,0.0
14159,6,0.0
14165,14,0.0
14169,35,0.0
14172,14,0.0
14197,3,0.0
14223,0,0.0
14225,54,0.0
14241,6,0.0
14249,3,0.0
14250,14,0.0
14269,-1,0.0
14277,8,0.0
14279,0,0.0
14281,9,0.0
14286,6,0.0
14288,8,0.0
14322,174,0.0
14342,13,1.0
14356,11,1.0
14357,5,1.0
14378,0,1.0
14392,8,0.0
14397,83,0.0
14398,5,0.0
14400,10,0.0
14401,-1,0.0
14411,6,0.0
14414,35,0.0
14419,0,0.0
14426,84,0.0
14433,8,0.0
14437,6,0.0
14450,61,0.0
14455,38,0.0
14468,9,0.0
14482,8,0.0
14486,11,0.0
14495,-1,0.0
14496,-1,0.0
14497,0,0.0
14502,11,0.0
14503,-1,0.0
14510,-1,0.0
14520,13,0.0
14523,8,0.0
14542,61,0.0
14563,54,0.0
14564,6,0.0
14570,-1,0.0
14575,8,0.0
14587,53,0.0
14593,23,0.0
14599,3,0.0
14603,-1,0.0
14607,6,0.0
14624,3,0.0
14625,3,0.0
14639,8,0.0
14640,-1,0.0
14651,3,0.0
14657,13,0.0
14664,-1,0.0
14676,11,0.0
14683,54,0.0
14697,85,0.0
14701,28,0.0
14704,5,0.0
14727,15,0.0
14728,8,0.0
14731,14,0.0
14734,9,0.0
14750,10,0.0
14757,0,0.0
14765,5,0.0
14774,-1,0.0
14784,15,0.0
14786,71,0.0
14793,-1,0.0
14806,3,0.0
14830,0,1.0
14832,0,1.0
14840,-1,0.0
14855,8,0.0
14858,5,0.0
14872,35,1.0
14884,0,1.0
14895,0,1.0
14903,0,1.0
14917,9,0.0
14922,-1,0.0
14933,4,0.0
14949,86,0.0
14952,0,0.0
14974,0,0.0
14978,0,0.0
14989,-1,0.0
14991,26,0.0
15018,6,0.0
15021,0,0.0
15022,9,0.0
15024,61,0.0
15025,13,0.0
15032,9,0.0
15044,-1,0.0
15045,0,0.0
15046,0,0.0
15055,0,0.0
15061,0,0.0
15062,31,0.0
15063,22,0.0
15064,16,0.0
15066,8,0.0
15087,-1,0.0
15091,6,0.0
15097,35,0.0
15113,13,1.0
15115,11,1.0
15118,15,1.0
15131,0,1.0
15137,6,0.0
15138,37,0.0
15142,21,0.0
15154,0,0.0
15156,9,0.0
15164,-1,0.0
15178,3,0.0
15195,68,0.0
15213,8,0.0
15214,8,0.0
15218,-1,0.0
15219,9,0.0
15225,13,1.0
15229,8,1.0
15231,13,1.0
15242,3,0.0
15246,9,0.0
15251,0,0.0
15256,23,0.5
15257,15,0.0
15258,-1,0.0
15260,11,0.0
15262,3,0.0
15270,-1,0.0
15271,63,0.0
15277,16,0.0
15278,30,0.0
15318,8,0.0
15329,0,1.0
15332,-1,0.0
15350,8,0.0
15404,8,0.0
15414,21,0.0
15434,8,1.0
15439,34,1.0
15447,6,1.0
15458,16,1.0
15471,0,1.0
15487,0,1.0
15511,34,0.0
15516,71,0.0
15531,26,0.0
15548,38,0.0
15549,0,0.0
15550,-1,0.0
15551,79,0.0
15554,87,0.0
15556,3,0.0
15578,21,0.0
15583,5,0.0
15588,3,0.0
15592,3,0.0
15619,15,0.0
15622,3,0.0
15623,2,0.0
15635,9,0.0
15639,3,0.0
15664,3,0.0
15667,38,0.0
15680,88,0.0
15696,6,0.0
15703,9,0.0
15706,3,0.0
15727,6,0.0
15731,8,0.0
15741,10,0.0
15759,68,0.0
15765,-1,0.0
15766,0,0.0
15778,3,0.0
15790,14,0.0
15801,3,0.0
15837,-1,0.0
15846,8,0.0
15852,5,0.0
15854,122,0.0
15855,-1,0.1917808219178082
15857,3,0.0
15862,10,0.0
15904,0,0.0
15907,2,0.0
15929,3,0.0
15930,14,0.0
15941,5,0.0
15949,-1,0.0
15957,-1,0.0
15958,32,0.0
15968,-1,0.0
15973,6,0.0
15974,-1,0.0
15992,8,0.0
16005,32,0.0
16012,6,0.0
16013,89,0.0
16019,-1,0.0
16044,0,0.0
16050,-1,0.0
16066,-1,0.0
16076,13,1.0
16080,90,1.0
16083,5,1.0
16102,3,1.0
16108,6,1.0
16109,8,1.0
16113,6,1.0
16123,6,1.0
16127,6,1.0
16128,0,1.0
16139,0,1.0
16141,0,1.0
16152,0,1.0
16153,63,1.0
16157,0,1.0
16175,16,0.0
16176,0,0.0
16181,0,0.0
16187,5,0.0
16200,91,0.0
16206,8,0.0
16208,0,0.0
16212,3,0.0
16229,21,0.0
16234,11,0.0
16236,-1,0.0
16242,37,0.0
16253,8,0.0
16264,6,0.0
16269,71,0.0
16282,6,0.0
16284,0,0.0
16285,34,0.0
16286,3,0.0
16294,-1,0.0
16305,-1,0.0
16306,8,0.0
16309,0,0.0
16311,6,0.0
16317,5,0.0
16325,-1,0.0
16331,6,0.0
16332,6,0.0
16333,5,0.0
16339,3,0.0
16349,32,0.0
16364,6,0.0
16365,14,0.0
16381,0,0.0
16384,14,0.0
16386,16,0.0
16387,6,0.0
16390,0,0.0
16396,-1,0.25
16398,0,0.0
16402,8,0.0
16404,21,0.0
16409,8,0.0
16412,9,0.0
16416,8,0.0
16434,3,0.0
16444,10,0.0
16450,-1,0.0
16457,11,0.0
16463,92,0.0
16476,0,0.0
16479,16,0.0
16484,8,0.0
16491,6,0.0
16495,10,0.0
16503,0,0.0
16515,6,0.0
16516,-1,0.0
16543,8,0.0
16551,31,0.0
16552,3,0.0
16557,78,0.0
16562,0,0.0
16574,0,0.0
16579,8,0.0
16595,-1,0.0
16598,8,0.0
16599,3,0.0
16611,5,0.0
16631,6,0.0
16636,3,0.0
16646,0,0.0
16648,-1,0.0
16649,6,0.0
16653,9,0.0
16669,8,0.0
16675,3,0.0
16684,6,0.0
16699,8,0.0
16705,-1,0.0
16712,6,0.0
16725,0,0.0
16726,8,0.0
16739,2,0.0
16761,16,0.0
16770,15,0.0
16774,8,0.0
16780,15,0.0
16781,54,0.0
16782,8,0.0
16783,22,0.0
16784,16,0.0
16786,-1,0.0
16814,21,0.0
16815,3,0.0
16820,8,0.0
16825,2,0.0
16844,-1,0.0
16847,8,0.0
16853,-1,0.2
16858,61,0.0
16861,3,0.0
16870,16,0.0
16871,-1,0.0
16879,93,0.0
16880,9,0.0
16887,63,0.0
16897,-1,0.0
16900,3,0.0
16903,0,0.0
16926,-1,0.0
16927,3,0.0
16933,52,0.0
16959,3,0.0
16970,-1,0.0
16976,3,0.0
16995,0,0.0
17009,8,0.0
17011,2,0.0
17022,8,0.0
17027,10,0.0
17032,16,0.0
17034,5,0.0
17035,21,0.0
17041,6,0.0
17052,-1,0.0
17054,0,0.0
17055,8,0.0
17070,14,0.1111111111111111
17098,21,0.0
17101,3,0.0
17107,8,0.0
17109,9,0.0
17128,0,0.0
17136,0,0.0
17148,10,1.0
17149,0,1.0
17152,10,1.0
17177,19,0.0
17178,22,0.0
17184,11,0.0
17198,31,0.0
17216,11,1.0
17218,7,0.0
17229,16,0.0
17233,9,0.0
17236,-1,0.0
17245,8,1.0
17255,8,1.0
17265,0,1.0
17269,14,0.2
17296,50,0.0
17301,62,0.0
17303,3,0.0
17321,8,0.0
17326,10,0.0
17352,14,0.1111111111111111
17359,11,0.0
17361,12,0.0
17389,63,0.0
17390,9,0.0
17406,3,0.0
17420,3,0.0
17422,0,0.0
17426,9,0.0
17427,5,0.0
17436,3,0.0
17442,94,0.0
17452,6,0.0
17461,14,0.0
17463,47,0.0
17475,95,0.0
17513,38,0.0
17523,3,0.0
17525,9,0.0
17533,13,0.0
17551,72,0.0
17553,54,0.0
17556,8,0.4
